Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10654071,1,"Monday, February 11, 2013 01:37:13 UTC",63.5508,-151.0554,1.7,1.50,11,"Central Alaska"
nc,71935080,0,"Monday, February 11, 2013 01:31:45 UTC",38.8142,-122.8180,1.0,2.90,19,"Northern California"
nc,71935070,1,"Monday, February 11, 2013 01:17:53 UTC",38.7825,-122.7630,1.4,2.10,23,"Northern California"
nc,71935045,3,"Monday, February 11, 2013 00:22:23 UTC",36.6203,-121.2252,2.1,4.80,64,"Central California"
nc,71935030,1,"Monday, February 11, 2013 00:00:34 UTC",37.5718,-118.8673,2.0,5.70,32,"Central California"
nc,71935020,3,"Sunday, February 10, 2013 23:46:44 UTC",36.2390,-120.8142,1.5,6.60,35,"Central California"
nc,71935010,0,"Sunday, February 10, 2013 23:34:16 UTC",36.6517,-121.2713,1.5,5.00,12,"Central California"
nc,71934995,0,"Sunday, February 10, 2013 23:29:17 UTC",37.9113,-118.6597,1.7,6.50,13,"Central California"
us,c000f52r,8,"Sunday, February 10, 2013 23:25:12 UTC",-10.6630,164.7519,5.2,34.80,173,"Santa Cruz Islands region"
ci,11242682,2,"Sunday, February 10, 2013 23:08:21 UTC",33.0282,-116.2307,1.9,9.70,91,"Southern California"
ak,10654043,1,"Sunday, February 10, 2013 22:56:16 UTC",63.2337,-150.7173,1.7,133.70,16,"Central Alaska"
uw,60505651,1,"Sunday, February 10, 2013 22:15:12 UTC",49.3607,-120.4823,2.5,0.00,11,"British Columbia, Canada"
us,c000f523,8,"Sunday, February 10, 2013 22:12:35 UTC",-10.6306,164.5758,5.0,35.10,60,"Santa Cruz Islands region"
ak,10654034,1,"Sunday, February 10, 2013 21:54:42 UTC",64.4342,-147.9922,1.0,5.20, 6,"Central Alaska"
hv,60465591,5,"Sunday, February 10, 2013 21:49:44 UTC",19.4010,-155.4943,2.1,9.70,43,"Island of Hawaii, Hawaii"
uu,60012977,4,"Sunday, February 10, 2013 21:40:11 UTC",41.8333,-111.5278,1.4,8.90,21,"Utah"
ak,10654023,1,"Sunday, February 10, 2013 21:20:32 UTC",60.2640,-150.7001,3.1,188.30,12,"Kenai Peninsula, Alaska"
ci,11242642,2,"Sunday, February 10, 2013 21:01:43 UTC",33.8542,-116.8315,1.1,13.50,71,"Southern California"
us,c000f51h,5,"Sunday, February 10, 2013 21:01:12 UTC",-10.7892,164.9515,4.8,35.10,37,"Santa Cruz Islands region"
